PC3,PC5,Awards
0.010431722307170732,0.03770659571911393,0
0.010749893977861249,0.03813554872739357,0
0.0033132055343348507,0.004484274467946866,0
0.009242659904516752,0.031710082770037264,0
-0.01706311161565105,0.006503904871925925,0
0.03720443439846807,0.04009626859589826,0
-0.0068912968144643335,0.038541062779547754,0
-0.010611028719065673,0.01263455291100424,0
0.0017342974067343312,0.015251296588749404,0
0.04361699834144008,0.009716392748732712,0
0.06610608237553633,0.010936105251688066,1
0.01668134688515533,0.012719672646744824,0
-0.009006102240897236,-0.00024570591253307144,1
0.007970399517497298,0.014101181924731934,0
-0.005966573767818809,-0.0031547581682670866,1
0.0048659803973203864,0.010097675645972859,1
0.04364637104568404,0.0023758270482829875,0
-0.043420654972584266,-0.05663982253050823,0
-0.0018245769064650157,0.014356421205051761,0
0.009287439035858599,0.020237080433266108,0
-0.001320970963286782,0.030736512538133684,0
0.005892373502680877,0.03104001938844096,0
0.0030415516036318164,-0.025439591824293353,0
0.0032565657350168897,0.04991609250385099,0
0.02342830188487745,0.01276271075193041,0
-0.004359098479876339,0.019126609334105465,0
0.0016424953103146768,0.012524190486174565,0
0.08495477027907879,-0.014183818359264655,0
-0.014902809021284213,-0.009637125579691904,0
0.006396577886283332,0.011746490654634354,0
-0.024671948375424756,-0.0012819164698037594,0
-0.018524565200412145,-0.0013915156319693738,1
-0.013568835379202823,-0.0011294049455679272,0
-0.01315520051994641,0.01541025129788837,0
-0.033229462111709095,-0.005501974672892607,0
-0.021210871214825462,-0.004487667768410051,0
-0.020153199381098986,0.0034336711719577333,1
-0.019588445317392244,0.007455392412296733,1
-0.011598062562785628,0.02293877566030599,0
0.016759299530214728,0.009327182234603406,0
0.07033812517067914,0.006673818157154802,0
-0.01871021684451095,-0.01741683004943335,0
0.01811440784770802,0.025007559554412827,0
0.01596312853300805,0.028960995290818633,0
0.06188210000583269,-0.009813039680189166,0
0.01872776370147462,-0.030544322010754393,0
0.0011259350397857908,0.0167139952011845,0
0.05473201738175039,-0.03214820850028623,1
-0.0522484558002304,0.03131969110202013,0
0.03799124000289394,0.02708922517683407,0
-0.00287539451795997,0.03517391842470765,0
0.004356164028672778,-0.011875166632027511,0
0.08380663803121709,-0.01711736229659271,0
-0.0013407332247763106,-0.02212183725909407,0
-0.01339949425541481,0.01232613744477492,0
0.01680610386485404,-0.014322596467025554,0
0.012428969049414476,0.042419702987524156,0
0.0012163862596966976,0.009301326096564047,0
-0.0005467218521436871,-0.00539782450721272,0
0.015734768616502078,-0.04196462523389856,0
-0.012865685315266183,-0.03027100298079457,0
-0.011514730499528746,0.0029745007107854233,0
0.010808579938281921,0.014849057899190141,0
0.011398991424320491,0.015931147459172845,0
0.004825468842544073,0.026604307020401615,0
-0.011847837707339604,0.027841344521541925,0
-0.0027337730598047897,0.024241088845336926,0
-0.009474789528390965,0.019121587360624064,0
-0.026434295321529234,0.017104732243481746,0
-0.0038738865056820184,-0.0023640337183696526,0
-0.00033812819055166986,0.022538028594017958,1
0.015380482331067303,0.008310771144828175,0
0.033922717341615366,0.031748979539293315,0
-0.05897745908518607,-0.05176465006845142,0
0.003761787201761935,-0.007106986594470636,0
0.018170728541675653,-0.029595756263134328,1
0.00047484070112424116,-0.07301206793226413,0
0.030057081227650034,0.03222243705951758,0
-0.00352530348319373,0.04115230875933652,0
-0.017234417140655784,-5.7351388213234244e-05,0
0.001677211056626048,0.04833145420045931,0
-0.001910345443612816,0.008784795952824862,0
-0.004645683322889892,0.016563612677793996,0
0.014851160101754017,0.0031689523126993964,1
-0.010224150945571211,-0.0203009927656317,0
0.014041225506643454,-0.005440087515685239,0
-0.0046015791788151525,0.013818778315016142,0
-0.012599387042977745,-0.0003293113681279812,0
-0.016376424521248847,0.010044863278799119,0
-0.018150875048107144,0.01005434188786474,0
-0.03809851847703263,0.013104981762101746,0
-0.020618982561122504,0.011443891210601893,0
-0.011596198252841505,0.03299066069480505,0
0.005824103162477094,-0.07200118075856114,0
-0.008758044678981542,0.0021483522265435583,0
-0.01248673427234178,0.014793293123773183,0
0.01888813724375674,-0.009527229873131786,0
-0.013124330299208613,0.009986475865167708,0
-0.02823473302463755,0.006682135321530728,0
-0.030467267843183623,0.004950013020948597,0
-0.013105120912260187,-0.06674995006699772,0
-0.030047805479789035,-0.011761396359138135,0
-0.02229019375082832,0.0019200349940318969,0
-0.007084460973891089,0.015490969456672082,0
-0.030612342513584717,-0.023402042734563602,0
-0.002049371501059619,0.03733884180952042,0
0.010636201258571907,-0.03846363797398705,1
-0.002424014408541894,0.02292538627624548,0
-0.021422416940971613,0.036033177564641826,0
0.020926099705478433,0.0429583890449944,0
-0.009925934874618913,0.029276553848450466,0
-0.006092999482583749,0.039972953943370006,0
0.022599424965368816,0.016829438270298036,0
0.02542780952950504,0.03333986195622233,0
0.01373906256873648,0.009077449547599903,0
0.08937477519802867,-0.021035917455093173,0
