Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,cluster
68,68,540,2,334,339,11,19,0,2.0
55,49,1636,2,740,339,733,42,0,0.0
33,27,808,8,645,340,379,66,0,0.0
66,63,400,0,98,341,470,14,0,2.0
61,57,237,0,266,342,459,51,0,2.0
67,105,226,4,156,343,663,8,1,0.0
69,80,130,4,176,344,450,8,0,2.0
55,54,105,2,11,345,7,68,1,1.0
57,56,930,2,11,345,7,82,1,1.0
59,139,1231,4,40,345,47,76,1,0.0
64,65,354,2,642,345,57,84,0,2.0
55,96,893,4,26,345,96,54,0,0.0
50,127,604,4,83,345,146,8,1,0.0
52,143,603,4,533,345,144,89,2,0.0
54,69,725,2,280,345,519,6,0,0.0
50,46,1149,2,11,345,585,81,0,0.0
53,42,897,2,11,345,759,84,0,0.0
51,48,1365,2,11,345,759,59,0,0.0
48,90,513,4,559,346,213,88,0,1.0
58,77,552,8,627,347,30,82,0,0.0
55,103,193,4,637,347,236,76,0,0.0
55,84,217,4,533,347,542,36,0,0.0
50,58,848,2,20,348,600,40,0,0.0
31,76,979,0,250,349,229,71,0,0.0
33,63,1492,8,283,349,299,69,0,0.0
32,73,1223,8,662,349,299,25,0,0.0
23,29,1628,4,403,350,137,26,0,1.0
17,61,1395,0,698,350,367,11,0,0.0
34,89,140,6,366,350,393,69,0,0.0
67,73,869,0,267,351,196,69,0,2.0
70,39,199,2,479,351,290,69,0,2.0
5,23,451,4,37,352,716,89,0,0.0
56,105,1432,0,83,353,196,87,0,0.0
65,50,1431,0,582,353,243,77,0,2.0
48,50,1187,2,740,353,714,49,0,0.0
67,56,385,8,503,354,505,1,0,2.0
68,67,384,0,156,354,622,3,0,2.0
65,61,1016,2,273,355,277,21,0,2.0
61,161,993,0,184,356,51,29,0,0.0
62,110,1118,4,660,356,723,27,0,0.0
62,56,1545,2,479,356,754,73,0,2.0
65,55,246,2,112,357,739,8,0,2.0
67,64,484,0,600,358,344,25,0,2.0
65,50,444,4,581,358,365,71,0,2.0
64,50,651,4,463,359,369,41,0,2.0
47,62,1204,4,107,360,146,78,0,1.0
62,66,42,4,749,361,750,78,0,2.0
13,15,408,13,720,362,136,50,0,0.0
68,58,78,2,324,363,149,14,0,2.0
64,58,359,2,324,363,209,66,0,2.0
55,87,92,8,334,364,723,35,0,0.0
67,79,1325,4,91,365,516,53,0,2.0
65,48,118,4,281,366,71,62,0,2.0
67,46,442,6,654,366,145,55,0,2.0
65,50,1057,0,551,367,384,15,0,2.0
68,70,1020,2,495,368,336,23,0,2.0
56,74,601,12,410,369,544,67,0,0.0
64,49,1526,2,279,370,102,79,0,1.0
31,54,1538,4,483,371,479,82,0,0.0
47,40,1225,0,510,372,134,44,0,1.0
66,58,1146,2,337,372,142,4,0,2.0
59,79,1599,4,196,373,35,62,0,1.0
66,76,1278,4,321,373,427,2,0,2.0
68,61,577,2,740,373,504,60,0,2.0
63,78,6,7,195,374,25,71,0,2.0
64,44,1411,2,489,375,69,28,0,2.0
65,69,186,4,185,376,77,11,0,2.0
61,54,1271,4,185,376,146,4,0,2.0
61,51,1105,4,339,376,146,56,0,2.0
68,54,1171,10,409,376,216,7,0,2.0
67,53,1420,0,536,376,298,65,0,2.0
68,75,958,4,337,377,91,66,0,2.0
66,87,487,9,568,377,273,62,0,2.0
70,88,269,8,176,377,620,7,0,2.0
70,81,1162,8,510,377,759,24,0,2.0
27,19,347,13,750,378,678,19,0,0.0
56,69,590,2,184,379,70,78,1,1.0
49,97,230,7,249,380,596,8,0,0.0
68,60,653,0,628,381,437,49,0,2.0
38,69,1183,6,547,382,299,56,0,0.0
35,72,772,0,720,382,657,43,0,0.0
65,55,1543,8,502,383,662,36,0,2.0
29,82,35,4,83,384,358,75,1,1.0
64,53,610,2,492,385,575,86,0,2.0
49,44,1404,4,512,386,10,80,0,1.0
63,88,295,4,106,386,391,69,0,2.0
67,76,733,4,747,387,339,76,0,2.0
56,92,1603,0,103,388,465,21,0,0.0
52,50,1315,4,196,389,45,21,0,1.0
58,76,242,14,206,389,202,57,0,0.0
55,69,588,0,206,389,202,18,0,0.0
64,65,1216,4,697,389,414,1,0,2.0
16,56,829,8,579,390,299,27,0,0.0
65,55,819,4,542,391,305,41,0,2.0
37,48,270,2,689,392,82,63,0,1.0
7,28,1199,4,21,393,295,2,0,1.0
19,55,1002,2,478,393,299,3,0,1.0
64,92,80,4,245,394,561,47,0,2.0
60,61,894,2,156,395,280,4,0,2.0
65,74,754,0,72,396,253,34,0,2.0
69,21,229,0,509,397,182,9,0,2.0
69,54,1348,6,190,397,240,31,0,2.0
38,61,672,4,570,398,160,52,0,1.0
39,60,1535,4,42,398,175,83,1,1.0
32,67,609,4,177,398,175,40,0,1.0
41,78,1644,2,458,398,175,73,1,1.0
35,69,865,0,720,398,285,84,0,0.0
56,71,236,0,121,398,311,53,0,0.0
42,135,500,4,79,398,441,62,0,0.0
39,125,464,4,318,398,441,10,0,0.0
36,74,409,4,547,398,443,13,0,0.0
31,52,1534,4,655,398,456,54,0,0.0
37,161,191,4,570,398,576,54,0,0.0
55,51,101,4,573,398,599,80,0,0.0
55,65,33,4,458,398,619,80,1,0.0
57,72,205,0,458,398,726,52,0,0.0
69,105,1378,4,260,398,759,49,0,0.0
68,161,1274,4,426,398,759,2,0,0.0
69,90,927,7,521,398,759,55,0,2.0
70,76,1092,0,546,398,759,1,0,2.0
64,101,339,4,744,398,759,56,0,0.0
64,54,1195,0,10,399,493,75,0,2.0
70,58,1316,2,339,399,759,55,0,2.0
57,45,313,0,534,400,417,17,0,0.0
69,78,1462,4,250,401,759,13,0,2.0
21,24,112,6,242,402,48,83,0,0.0
64,85,972,4,176,403,341,20,0,2.0
69,62,364,2,43,404,316,2,0,2.0
40,110,885,4,457,405,379,80,0,0.0
67,61,1334,4,657,406,649,89,2,2.0
68,67,632,2,184,406,719,25,0,2.0
66,55,587,0,494,407,624,73,0,2.0
57,89,162,2,631,408,23,31,1,1.0
61,92,1459,4,510,408,94,32,1,2.0
45,59,1627,2,631,408,175,36,0,1.0
46,161,202,2,71,408,464,86,0,0.0
68,61,1161,2,568,408,501,63,0,2.0
48,65,1533,13,206,408,639,36,0,0.0
70,44,445,4,756,409,759,71,0,2.0
17,45,134,4,242,410,313,83,0,1.0
66,60,298,7,759,411,176,74,0,2.0
69,78,911,7,759,411,363,54,0,2.0
70,21,4,7,540,411,407,24,0,2.0
69,8,1031,7,734,411,759,65,0,2.0
68,21,731,7,759,411,759,32,0,2.0
65,11,910,7,759,411,759,75,0,2.0
68,0,908,7,759,411,759,77,0,2.0
69,2,909,7,759,411,759,63,0,2.0
66,43,702,2,277,412,190,78,0,2.0
64,63,530,4,641,412,246,9,0,2.0
68,80,701,4,362,412,309,70,0,2.0
52,84,83,4,513,413,213,50,1,1.0
66,45,272,0,136,414,451,33,0,2.0
58,54,1100,4,334,415,309,4,0,2.0
27,70,1293,12,720,416,201,72,0,0.0
59,64,645,6,112,417,663,44,0,0.0
67,41,401,8,141,418,418,15,0,2.0
33,52,730,4,150,419,213,70,0,1.0
64,90,465,4,206,420,202,77,0,2.0
64,90,663,12,206,420,202,61,0,0.0
55,70,619,2,196,420,585,6,1,0.0
69,73,128,4,329,420,759,62,0,2.0
59,46,1157,2,187,421,759,68,0,2.0
69,104,1253,0,146,422,152,8,0,2.0
70,61,1594,4,163,422,193,38,0,2.0
64,79,317,4,507,422,620,6,1,2.0
64,79,289,4,345,423,276,20,1,2.0
64,161,945,2,33,424,8,34,0,0.0
67,48,1633,2,33,424,8,65,0,1.0
58,46,1134,2,613,424,8,66,0,1.0
67,60,551,8,120,425,359,69,0,2.0
70,49,537,0,410,426,759,0,0,2.0
68,52,61,4,399,427,634,28,0,2.0
68,70,977,2,51,427,759,18,0,2.0
70,55,1245,2,117,428,413,71,0,2.0
45,41,600,0,334,429,389,27,0,0.0
68,130,370,13,146,430,152,8,1,0.0
65,90,947,4,367,430,606,81,0,2.0
66,80,973,4,294,431,521,41,1,2.0
53,90,462,0,206,432,202,69,0,0.0
66,69,1548,4,638,433,40,75,0,2.0
69,58,278,4,726,433,214,6,0,2.0
66,70,46,4,148,433,353,71,1,2.0
67,69,1618,4,618,433,376,30,0,2.0
61,61,1238,2,141,433,475,2,0,2.0
65,62,906,5,348,433,592,57,0,2.0
64,69,1506,0,156,433,622,8,0,2.0
63,72,1624,4,237,433,719,59,0,2.0
66,71,705,8,168,433,759,6,0,2.0
62,69,1198,4,544,434,54,50,0,2.0
61,58,900,2,479,434,90,51,0,1.0
66,66,1342,2,344,434,759,18,0,2.0
43,141,630,4,676,435,658,26,0,0.0
67,65,660,4,165,436,475,11,0,2.0
59,51,1373,2,520,437,58,17,0,1.0
35,49,1126,4,193,438,379,47,0,1.0
42,80,1498,4,704,439,168,39,1,1.0
53,63,1429,2,102,440,585,35,1,0.0
66,58,259,2,456,441,21,34,0,2.0
68,77,751,4,266,442,215,3,0,2.0
69,144,762,4,146,442,663,78,0,0.0
69,57,1040,0,652,443,699,80,0,2.0
69,47,1306,2,11,444,759,8,0,2.0
65,78,695,12,314,445,80,3,0,0.0
48,138,1283,4,474,445,394,81,1,0.0
51,87,922,13,590,445,603,40,0,0.0
40,83,924,13,662,446,229,85,0,0.0
67,62,390,0,362,447,236,9,0,2.0
66,50,185,2,587,447,371,17,0,2.0
38,63,1490,10,687,448,517,88,0,0.0
50,88,256,4,287,449,233,59,1,1.0
59,57,120,2,479,449,258,79,1,1.0
54,57,23,4,80,449,477,70,0,0.0
55,97,1042,4,176,449,620,8,0,0.0
67,49,1052,6,215,450,307,89,2,2.0
58,60,518,2,631,451,274,29,0,1.0
69,151,556,7,108,452,266,3,0,0.0
28,72,123,0,313,453,322,77,0,0.0
70,22,828,7,257,453,354,60,0,2.0
31,55,708,2,560,453,495,65,0,0.0
61,161,687,2,68,453,759,27,0,0.0
69,54,1069,2,114,454,33,25,0,1.0
65,69,1619,0,216,454,208,25,0,2.0
64,54,1085,2,162,454,303,61,0,2.0
67,70,1579,2,176,454,346,51,0,2.0
62,62,1062,2,157,454,608,10,0,2.0
68,87,593,10,674,454,757,6,1,2.0
64,73,43,4,433,454,758,66,0,2.0
60,67,1362,4,479,455,67,73,0,1.0
26,49,1235,2,236,456,408,35,0,0.0
30,59,320,4,410,456,442,50,1,0.0
52,77,606,4,184,457,70,66,0,1.0
48,59,984,13,455,457,234,29,0,0.0
33,60,1003,4,727,458,721,80,0,0.0
66,161,1595,8,382,459,106,48,0,0.0
46,50,1179,2,740,460,95,33,0,1.0
54,54,571,4,11,460,576,70,0,0.0
65,46,704,4,17,461,256,45,0,2.0
66,51,737,4,61,462,84,72,0,2.0
52,71,952,0,720,463,667,73,0,0.0
19,45,831,4,720,464,707,38,0,0.0
68,62,1574,4,447,465,186,29,0,2.0
18,65,890,4,720,466,229,88,0,1.0
33,60,1524,8,243,466,299,28,0,0.0
65,21,477,4,710,467,446,44,0,2.0
41,72,710,4,507,468,576,2,1,0.0
29,71,1094,12,720,468,759,5,0,0.0
65,43,1433,6,87,469,245,50,0,2.0
34,84,1450,4,83,470,442,11,0,0.0
70,48,135,0,730,471,759,61,0,2.0
48,51,920,4,481,472,180,75,0,1.0
69,68,1174,4,196,473,596,58,0,2.0
66,43,331,4,410,474,759,27,0,2.0
1,18,407,13,340,475,85,89,0,0.0
58,69,1597,2,479,476,720,25,0,0.0
69,70,1398,10,636,477,470,11,0,2.0
67,67,1397,0,636,477,632,87,0,2.0
69,45,300,0,470,478,421,78,0,2.0
64,47,312,0,658,479,150,57,0,2.0
65,63,175,2,492,479,622,37,0,2.0
68,50,1229,0,626,479,759,40,0,2.0
28,53,1494,4,526,480,59,65,0,1.0
70,72,903,4,727,481,759,45,0,2.0
36,88,1561,4,662,482,299,10,0,1.0
65,51,1650,2,377,483,55,47,0,1.0
24,53,344,8,452,484,567,25,0,0.0
19,18,252,13,99,485,678,85,0,0.0
18,18,850,13,99,485,678,87,0,0.0
19,17,926,13,99,485,678,85,0,0.0
70,97,888,4,561,486,229,26,0,2.0
28,65,1246,13,720,486,229,64,0,0.0
35,67,1616,4,720,486,229,29,0,1.0
17,54,764,4,413,486,299,75,0,1.0
49,70,182,0,720,486,635,68,0,0.0
70,113,1191,4,720,486,759,74,0,0.0
61,32,60,4,369,491,59,0,0,2.0
30,50,183,13,720,492,426,14,0,0.0
47,61,1370,13,236,492,508,62,0,0.0
31,39,1604,4,83,487,53,26,0,1.0
7,89,934,4,93,493,299,65,0,1.0
56,86,752,4,329,488,226,40,0,1.0
59,64,1303,6,407,489,158,32,0,2.0
64,58,1520,6,562,494,647,47,0,2.0
60,52,1,0,514,490,298,67,0,2.0
63,68,1522,4,315,495,452,62,1,2.0
33,76,974,2,232,496,229,8,1,1.0
47,87,1652,4,477,497,151,72,1,1.0
65,99,949,4,739,498,330,45,0,2.0
47,74,643,4,746,498,573,39,0,0.0
69,77,827,4,374,499,65,6,0,2.0
71,55,691,2,107,500,58,53,0,1.0
66,50,608,0,208,500,674,10,0,2.0
54,88,1352,0,455,501,320,0,0,0.0
64,54,32,7,441,502,737,23,0,2.0
62,55,591,4,500,503,656,75,0,2.0
68,55,1510,4,537,504,219,8,0,2.0
64,72,569,2,504,505,124,36,0,2.0
62,62,1217,2,180,506,179,21,0,2.0
70,60,305,4,583,506,759,88,0,2.0
64,49,1578,2,112,507,130,47,0,2.0
56,48,1359,2,97,508,95,27,0,1.0
67,82,1142,2,206,508,202,12,0,2.0
57,54,771,2,454,508,565,22,0,0.0
58,129,1608,15,213,509,139,75,0,0.0
64,67,1439,2,9,510,2,12,0,2.0
60,75,625,7,123,510,68,64,0,2.0
67,64,939,2,475,510,184,8,0,2.0
63,81,834,1,94,510,196,68,0,2.0
67,74,496,4,91,510,372,66,0,2.0
63,75,755,2,276,510,386,62,0,2.0
69,84,1279,4,137,510,610,3,0,2.0
66,76,1456,8,267,510,691,50,0,2.0
67,34,131,0,486,510,759,87,0,2.0
49,68,841,4,334,511,309,22,0,1.0
51,66,424,4,522,511,472,83,0,0.0
66,159,878,4,352,512,205,12,0,0.0
5,38,1010,4,607,513,680,31,0,0.0
67,53,1327,6,247,514,663,59,0,2.0
68,49,7,2,349,515,739,0,0,2.0
40,79,1264,4,189,516,169,39,0,1.0
70,81,452,8,320,517,266,28,0,2.0
69,48,227,0,659,518,37,59,0,2.0
66,54,676,2,630,519,57,80,0,2.0
66,56,599,8,651,520,759,9,0,2.0
68,55,373,8,308,521,655,88,0,2.0
40,83,493,8,236,522,204,77,0,0.0
50,65,679,2,192,523,141,42,0,1.0
43,68,1588,2,521,524,195,83,0,1.0
43,68,1589,2,631,524,195,46,0,1.0
61,58,1109,2,49,524,677,8,0,2.0
66,50,1024,2,511,525,756,9,0,2.0
68,66,736,4,571,526,671,50,0,2.0
66,67,1531,2,626,527,569,23,0,2.0
66,54,494,2,700,527,683,67,0,2.0
67,54,1025,4,435,528,135,7,0,2.0
65,47,975,4,572,528,697,36,0,2.0
70,161,1151,0,634,528,759,45,0,0.0
48,60,48,4,195,529,609,3,0,0.0
68,53,1580,4,576,530,655,6,0,2.0
69,79,1043,2,11,531,146,6,0,2.0
65,57,447,4,599,532,525,66,0,2.0
65,63,127,4,446,533,436,35,0,2.0
67,82,1194,4,82,534,588,6,0,2.0
27,60,520,0,720,535,708,74,0,0.0
52,64,1654,10,137,536,80,6,0,0.0
67,44,1156,2,650,537,79,29,0,2.0
66,50,1155,2,262,537,491,59,0,2.0
64,44,1154,2,291,537,520,6,0,2.0
69,21,86,7,333,538,712,54,0,2.0
55,60,798,4,234,539,755,75,1,0.0
49,71,418,4,581,540,596,69,0,0.0
62,50,1213,4,236,541,625,73,0,2.0
68,57,260,2,745,542,193,28,0,2.0
64,64,169,2,745,542,652,88,0,2.0
63,95,398,4,323,543,612,13,0,2.0
71,64,759,4,236,544,759,80,0,2.0
67,48,982,4,434,545,759,29,0,2.0
65,113,475,4,443,546,651,6,0,0.0
69,62,322,8,713,547,615,5,0,2.0
47,95,1080,0,416,548,320,66,0,0.0
64,56,1169,4,660,549,187,75,0,2.0
65,50,1108,4,418,549,759,49,0,2.0
21,21,886,13,99,550,678,27,0,0.0
64,58,1426,2,259,551,581,11,0,2.0
65,53,1147,2,454,552,316,73,0,2.0
68,79,1168,2,266,553,448,43,0,2.0
69,71,541,4,672,553,618,19,0,2.0
69,102,693,0,745,553,651,4,0,0.0
18,17,1244,13,99,554,678,17,0,0.0
70,14,623,7,23,555,759,20,0,2.0
68,66,412,8,615,556,122,58,0,2.0
64,71,639,2,380,556,312,59,0,2.0
70,56,1350,8,276,556,673,5,0,2.0
29,61,1418,8,282,557,299,17,0,0.0
57,140,1285,13,213,557,689,86,0,0.0
69,47,1493,0,179,558,485,53,0,2.0
58,52,1258,4,331,559,143,80,0,1.0
47,70,254,13,507,559,297,29,1,0.0
46,81,673,0,720,559,465,22,0,0.0
58,52,525,0,193,559,675,35,0,0.0
64,80,216,8,438,560,428,6,0,2.0
67,70,342,2,169,560,759,28,0,2.0
54,50,190,2,118,561,15,24,1,1.0
66,41,108,4,294,562,7,7,0,2.0
70,88,1049,4,48,562,336,24,0,2.0
66,52,1135,4,78,563,641,42,0,2.0
70,98,534,4,745,564,251,8,1,2.0
69,58,109,2,565,564,536,75,0,2.0
36,123,1649,4,83,565,191,10,0,0.0
66,49,287,6,258,566,554,79,0,2.0
68,58,1517,0,342,566,759,5,0,2.0
25,56,100,13,720,567,263,84,0,0.0
68,69,732,8,218,568,414,23,0,2.0
66,51,1514,4,525,568,580,48,0,2.0
69,70,562,0,216,569,573,26,0,2.0
17,69,783,13,720,570,759,30,0,0.0
66,41,1368,2,631,571,180,24,0,2.0
65,80,744,10,568,572,167,41,0,2.0
66,57,1166,0,137,572,326,4,0,2.0
68,62,778,2,302,572,523,17,0,2.0
69,95,436,4,390,572,663,60,0,2.0
68,58,1582,2,168,573,0,41,0,1.0
50,59,266,2,328,574,72,60,0,1.0
69,95,1065,8,283,574,299,20,0,0.0
44,87,1280,2,584,574,338,89,2,1.0
70,147,490,4,507,574,545,13,0,0.0
60,88,143,4,523,575,327,88,0,1.0
63,56,1101,8,640,576,677,86,0,2.0
49,50,582,4,115,577,175,42,1,1.0
52,65,1408,4,676,577,275,20,0,1.0
51,60,904,0,507,577,322,65,0,0.0
46,65,1120,4,130,578,64,26,0,1.0
48,67,329,4,701,578,64,72,0,1.0
49,62,425,4,206,579,639,72,0,0.0
64,63,515,2,94,580,316,12,0,2.0
64,49,864,10,156,580,621,42,0,2.0
62,70,244,4,196,581,345,48,0,2.0
67,57,12,4,671,581,518,71,0,2.0
53,65,1257,7,286,581,631,59,0,0.0
46,159,1577,4,694,582,78,80,1,0.0
70,56,404,4,212,583,759,79,0,2.0
69,50,151,2,129,584,759,9,0,2.0
57,50,511,2,129,584,759,46,0,0.0
69,40,607,2,567,585,693,30,0,2.0
68,43,1537,2,567,585,759,27,0,2.0
68,161,674,0,510,586,759,1,0,0.0
53,78,1123,4,510,587,19,32,0,1.0
51,87,844,4,83,587,64,28,0,1.0
65,115,740,4,646,588,250,72,0,0.0
2,55,823,4,429,589,387,74,0,1.0
44,62,790,4,686,590,724,69,0,0.0
64,50,661,2,585,591,218,88,0,2.0
68,161,881,0,481,591,759,62,0,0.0
50,60,857,2,589,592,100,4,1,1.0
64,43,214,0,504,593,445,38,0,2.0
61,83,139,4,544,593,584,7,0,2.0
64,42,1598,2,518,594,103,54,0,1.0
49,78,842,4,77,595,73,62,1,1.0
66,53,420,4,317,596,675,58,0,2.0
59,75,479,4,319,596,751,20,0,0.0
54,50,1256,4,658,597,30,78,1,1.0
66,63,314,4,156,598,193,13,0,2.0
14,37,1284,8,327,599,299,74,0,0.0
55,65,905,4,755,600,480,11,1,0.0
63,17,559,2,56,601,759,86,0,2.0
32,70,410,4,83,602,375,22,0,1.0
38,133,1383,4,193,602,379,67,1,0.0
33,110,640,2,83,602,440,70,1,0.0
70,55,1549,4,507,602,741,77,0,2.0
66,76,325,2,492,603,386,11,0,2.0
41,53,874,4,558,604,540,36,1,0.0
65,59,1249,4,274,605,321,3,0,2.0
64,53,1282,2,180,606,0,84,0,1.0
65,70,1323,2,244,606,585,5,0,2.0
43,88,1351,4,401,607,348,37,1,0.0
66,61,575,2,126,608,297,30,0,2.0
66,80,887,4,335,609,128,24,0,2.0
56,63,262,2,112,609,585,11,1,0.0
64,57,951,6,216,610,370,40,0,2.0
63,76,1112,13,206,611,202,45,0,0.0
68,48,818,4,63,612,727,41,0,2.0
64,50,564,2,661,613,248,29,0,2.0
63,48,1259,0,347,614,331,31,0,2.0
42,61,30,2,631,615,204,51,0,1.0
57,48,1519,0,735,615,759,2,0,0.0
60,82,971,4,422,616,151,30,0,1.0
67,59,1141,0,70,617,638,20,0,2.0
65,57,652,0,488,617,638,36,0,2.0
68,161,421,0,137,618,278,8,0,0.0
11,32,133,4,88,619,264,66,0,1.0
70,55,1565,0,236,619,454,25,0,2.0
63,77,315,10,13,620,312,45,1,0.0
64,56,310,2,129,621,484,10,0,2.0
71,63,1263,2,479,622,759,8,0,2.0
59,71,1103,10,137,623,326,7,0,0.0
45,74,646,13,206,624,544,67,0,0.0
70,83,150,8,195,625,703,41,0,2.0
68,73,1513,0,626,625,703,8,0,2.0
65,75,1393,2,196,626,35,13,0,2.0
70,64,1547,4,592,627,512,89,2,2.0
45,45,1521,4,233,628,147,64,0,1.0
65,95,756,4,510,629,34,32,0,2.0
57,161,822,4,323,629,56,8,1,0.0
66,161,1412,8,624,629,56,42,0,0.0
69,72,403,2,96,629,93,75,0,1.0
56,132,402,4,176,629,122,82,1,0.0
62,66,501,4,176,629,269,31,0,2.0
64,68,664,2,510,629,501,57,0,2.0
61,91,1360,4,618,629,501,52,0,0.0
60,111,1379,4,396,629,516,64,1,0.0
63,118,1099,4,578,629,542,88,1,0.0
59,87,565,4,349,629,568,37,0,0.0
63,84,1152,4,167,629,610,9,0,2.0
66,82,10,4,503,629,610,67,0,2.0
67,59,1343,2,41,629,626,43,0,2.0
70,63,395,4,747,629,752,61,0,2.0
69,6,805,4,736,629,759,36,0,2.0
48,89,1082,7,477,630,477,67,0,0.0
65,60,1073,4,196,630,576,52,0,2.0
61,94,1643,7,538,630,664,46,0,0.0
46,111,576,7,634,630,745,30,1,0.0
68,57,514,4,699,631,692,39,0,2.0
48,100,430,4,758,632,381,75,0,0.0
65,161,1354,4,409,633,122,41,0,0.0
19,77,1372,4,449,634,157,2,0,1.0
62,62,1443,0,519,635,717,5,0,2.0
27,38,417,4,444,636,59,66,0,1.0
67,59,450,4,246,637,57,6,1,2.0
69,71,1332,4,698,637,759,35,0,2.0
61,65,172,4,574,638,18,54,0,2.0
35,126,1207,4,132,638,191,74,0,0.0
53,61,449,4,34,638,268,72,0,1.0
45,69,1232,4,83,638,322,81,0,1.0
50,70,1639,4,112,638,323,87,0,1.0
46,69,1319,4,474,638,420,60,0,0.0
41,152,307,4,103,638,440,80,0,0.0
28,161,509,2,687,638,477,54,0,0.0
70,90,1596,4,103,638,501,82,1,0.0
55,70,18,7,116,638,546,61,0,0.0
34,143,594,4,343,638,658,61,1,0.0
63,54,1272,4,205,638,694,62,0,2.0
21,50,837,4,466,638,731,79,0,0.0
71,36,1233,4,75,638,759,26,0,2.0
50,68,644,4,103,638,759,80,0,0.0
69,21,1430,2,143,638,759,21,0,2.0
69,161,471,4,229,638,759,21,0,0.0
51,59,122,4,232,638,759,54,0,0.0
69,77,846,4,363,638,759,13,0,2.0
9,85,299,13,188,639,593,44,1,0.0
70,43,111,13,92,640,147,32,0,2.0
62,161,585,7,725,641,759,60,0,0.0
66,61,1022,2,487,642,533,74,0,2.0
69,55,431,0,554,642,605,66,0,2.0
13,150,52,13,588,643,50,87,0,0.0
66,21,376,7,485,644,736,85,0,2.0
58,57,935,2,505,645,143,76,0,1.0
26,87,553,13,232,646,229,4,0,0.0
15,60,1581,4,609,646,229,78,0,1.0
65,51,184,0,105,647,439,5,0,2.0
66,45,432,2,668,648,455,44,1,2.0
61,51,75,4,156,649,118,65,0,1.0
65,53,1375,4,665,649,187,16,0,2.0
68,47,72,6,717,649,187,33,0,2.0
63,76,137,2,244,649,752,9,0,2.0
41,40,1617,4,65,650,59,2,0,1.0
41,55,1357,4,444,650,59,79,0,1.0
37,60,915,4,676,650,59,3,0,1.0
39,114,557,4,236,650,477,71,0,0.0
64,59,358,2,565,651,20,41,0,2.0
67,48,282,8,161,652,759,42,0,2.0
68,70,224,0,236,652,759,7,0,2.0
67,69,861,4,246,653,30,51,0,1.0
64,148,1081,4,410,654,465,53,0,0.0
19,54,1465,13,326,655,449,79,0,0.0
17,40,76,4,720,655,627,53,0,0.0
18,55,378,13,720,655,710,52,0,0.0
64,63,1129,4,110,656,146,62,0,2.0
67,44,393,12,176,656,153,57,0,2.0
63,90,1178,2,510,656,322,25,1,2.0
61,50,928,2,454,656,565,68,0,2.0
62,61,353,4,547,656,596,4,0,2.0
63,66,773,0,195,656,681,68,0,2.0
62,66,1262,0,195,656,753,83,0,2.0
66,81,45,2,345,656,759,56,1,2.0
33,77,1312,12,720,657,211,4,0,0.0
36,58,107,4,137,657,759,4,0,0.0
66,50,267,2,564,658,392,56,0,2.0
64,51,1000,2,351,659,46,10,0,2.0
46,99,0,10,198,659,379,83,0,0.0
44,41,1136,4,65,660,59,81,1,1.0
51,161,1307,4,369,660,59,3,1,0.0
46,48,703,4,676,660,59,37,0,1.0
47,61,1124,4,676,660,59,6,0,1.0
62,56,372,4,119,660,183,7,1,2.0
35,107,1301,4,83,661,415,19,1,0.0
46,116,1591,12,103,662,319,57,0,0.0
63,55,1451,4,244,663,166,58,0,2.0
68,48,84,0,171,664,357,30,0,2.0
51,161,1114,4,77,674,92,7,1,0.0
37,48,1566,4,676,665,59,8,1,1.0
48,57,1385,4,95,666,64,45,0,1.0
49,62,1150,8,206,675,202,47,0,0.0
59,48,605,2,170,675,378,65,0,2.0
45,87,336,4,507,667,583,49,1,0.0
66,49,1139,6,55,668,539,85,0,2.0
68,45,346,10,252,676,39,75,0,2.0
69,74,56,8,539,677,225,33,0,2.0
70,81,296,1,83,677,254,39,0,2.0
64,69,1651,8,616,678,405,16,0,2.0
69,64,428,2,244,679,115,64,0,1.0
66,56,142,2,149,680,589,71,0,2.0
64,97,71,10,61,681,105,82,0,0.0
70,75,69,10,201,681,217,59,0,2.0
73,69,70,10,548,681,337,60,0,2.0
57,77,68,10,648,681,621,83,0,0.0
63,57,1089,2,184,681,706,64,0,2.0
62,56,1374,2,361,682,223,50,0,2.0
51,56,146,4,484,682,279,73,0,1.0
52,42,279,0,101,682,750,84,0,0.0
50,52,579,0,590,683,135,37,0,1.0
44,61,1349,8,458,683,173,89,2,0.0
45,67,159,2,142,683,194,67,0,1.0
55,80,1173,0,581,683,221,86,0,0.0
47,70,1088,13,590,683,267,48,0,0.0
53,50,1606,4,197,683,330,75,0,1.0
46,66,145,13,662,683,465,9,0,0.0
51,79,847,8,133,683,585,39,0,0.0
50,47,648,4,73,683,759,9,0,0.0
68,161,1381,7,368,683,759,13,0,0.0
66,118,189,4,731,669,202,24,0,0.0
33,21,955,4,298,670,759,82,0,0.0
65,48,670,10,417,671,331,74,0,2.0
44,86,554,2,422,684,732,3,1,0.0
68,52,1427,0,752,685,229,46,0,2.0
65,66,1390,0,379,686,20,23,0,2.0
48,51,1401,2,740,687,746,62,0,0.0
67,67,918,2,639,688,713,64,0,2.0
68,68,239,4,244,689,92,30,0,2.0
65,57,895,6,539,689,618,67,0,2.0
67,53,335,2,219,689,626,43,0,2.0
52,74,333,4,294,690,146,59,1,1.0
51,72,93,2,196,690,423,39,1,0.0
31,56,374,7,408,691,711,67,0,0.0
