Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,cluster
64,63,157,4,171,376,77,11,0,0
60,48,993,4,171,376,139,4,0,0
60,45,860,4,305,376,139,56,0,1
67,48,915,10,362,376,203,7,0,0
66,47,1113,0,465,376,275,65,0,1
67,69,755,4,303,377,89,66,0,1
65,81,396,9,494,377,254,62,0,1
69,82,229,8,163,377,549,7,0,2
69,75,907,8,440,377,670,24,0,2
26,14,289,13,649,378,596,19,0,2
55,63,476,2,170,379,70,78,1,1
48,91,195,7,225,380,527,8,0,2
67,54,528,0,546,381,395,49,0,2
37,63,923,6,475,382,276,56,0,1
34,66,614,0,623,382,582,43,0,2
64,49,1208,8,433,383,585,36,0,2
28,76,30,4,77,384,327,75,1,1
63,47,495,2,427,385,508,86,0,2
48,38,1101,4,442,386,10,80,0,1
62,82,248,4,99,386,357,69,0,1
66,70,587,4,647,387,310,76,0,1
55,86,1255,0,96,388,421,21,0,0
51,44,1025,4,181,389,45,21,0,0
57,70,204,14,191,389,190,57,0,1
54,63,474,0,191,389,190,18,0,0
63,59,951,4,607,389,376,1,0,0
15,50,649,8,504,390,276,27,0,0
64,49,641,4,471,391,282,41,0,0
36,42,230,2,599,392,81,63,0,1
6,23,939,4,19,393,272,2,0,0
18,49,784,2,415,393,276,3,0,0
63,86,72,4,222,394,495,47,0,2
59,55,700,2,143,395,261,4,0,0
64,68,601,0,67,396,238,34,0,0
68,16,194,0,439,397,172,9,0,0
68,48,1050,6,176,397,225,31,0,0
37,55,542,4,496,398,153,52,0,1
38,54,1201,4,39,398,166,83,1,1
31,61,494,4,164,398,166,40,0,1
40,72,1289,2,400,398,166,73,1,1
34,63,676,0,623,398,264,84,0,1
55,65,198,0,114,398,287,53,0,1
41,124,405,4,74,398,399,62,0,1
38,116,379,4,284,398,399,10,0,0
35,68,333,4,475,398,401,13,0,0
30,46,1200,4,571,398,414,54,0,2
36,143,162,4,496,398,509,54,0,2
54,45,88,4,499,398,530,80,0,2
54,59,28,4,400,398,548,80,1,2
56,66,175,0,400,398,637,52,0,2
68,99,1078,4,236,398,670,49,0,2
67,143,995,4,376,398,670,2,0,2
68,84,728,7,451,398,670,55,0,2
69,70,853,0,474,398,670,1,0,2
63,95,283,4,644,398,670,56,0,2
63,48,935,0,8,399,445,75,0,1
69,52,1026,2,305,399,670,55,0,2
56,39,261,0,463,400,379,17,0,0
68,72,1149,4,226,401,670,13,0,2
20,19,97,6,219,402,48,83,0,1
63,79,765,4,163,403,312,20,0,0
68,56,300,2,40,404,291,2,0,0
39,104,691,4,399,405,345,80,0,1
66,55,1039,4,573,406,574,89,2,2
67,61,509,2,170,406,631,25,0,2
65,49,473,0,429,407,553,73,0,2
56,83,136,2,549,408,23,31,1,0
60,86,1147,4,440,408,92,32,1,0
44,53,1275,2,549,408,166,36,0,0
45,143,173,2,66,408,420,86,0,1
67,55,906,2,494,408,451,63,0,2
47,59,1199,13,191,408,566,36,0,2
69,38,365,4,654,409,670,71,0,2
16,39,114,4,219,410,289,83,0,1
65,54,250,7,657,411,167,74,0,1
68,72,716,7,657,411,330,54,0,2
69,16,4,7,469,411,370,24,0,2
68,6,805,7,635,411,670,65,0,2
67,16,585,7,657,411,670,32,0,2
64,7,715,7,657,411,670,75,0,2
67,0,713,7,657,411,670,77,0,2
68,1,714,7,657,411,670,63,0,2
65,37,566,2,251,412,179,78,0,1
63,57,429,4,559,412,231,9,0,0
67,74,565,4,325,412,286,70,0,1
51,78,74,4,443,413,200,50,1,1
65,39,232,0,126,414,409,33,0,2
57,48,856,4,300,415,286,4,0,0
26,64,1010,12,623,416,189,72,0,1
58,58,520,6,105,417,586,44,0,2
66,35,325,8,131,418,380,15,0,0
32,46,584,4,139,419,200,70,0,1
63,84,380,4,191,420,190,77,0,1
63,84,536,12,191,420,190,61,0,1
54,64,501,2,181,420,516,6,1,2
68,67,108,4,295,420,670,62,0,2
58,40,903,2,173,421,670,68,0,2
68,98,978,0,135,422,145,8,0,0
69,55,1248,4,150,422,182,38,0,0
63,73,264,4,437,422,549,6,1,2
63,73,243,4,310,423,257,20,1,0
63,143,745,2,30,424,8,34,0,0
66,42,1281,2,30,424,8,65,0,1
57,40,884,2,532,424,8,66,0,1
66,54,444,8,113,425,328,69,0,1
69,43,434,0,363,426,670,0,0,2
67,46,56,4,353,427,562,28,0,2
67,64,769,2,47,427,670,18,0,2
69,49,971,2,110,428,375,71,0,1
44,35,485,0,300,429,355,27,0,0
67,120,303,13,135,430,145,8,1,0
64,84,747,4,329,430,536,81,0,2
65,74,766,4,266,431,465,41,1,2
52,84,377,0,191,432,190,69,0,1
65,63,1213,4,556,433,40,75,0,1
68,52,237,4,627,433,201,6,0,0
65,64,41,4,137,433,322,71,1,1
66,63,1268,4,537,433,342,30,0,0
60,55,967,2,131,433,429,2,0,0
64,56,711,5,313,433,523,57,0,2
63,63,1176,0,143,433,551,8,0,0
62,66,1273,4,217,433,631,59,0,2
65,65,569,8,155,433,670,6,0,2
61,63,938,4,473,434,54,50,0,0
60,52,706,2,416,434,88,51,0,1
65,60,1044,2,309,434,670,18,0,2
42,129,508,4,591,435,583,26,0,2
66,59,533,4,152,436,429,11,0,0
58,45,1075,2,450,437,58,17,0,0
34,43,878,4,178,438,345,47,0,1
41,74,1169,4,614,439,160,39,1,0
52,57,1122,2,95,440,516,35,1,2
65,52,219,2,398,441,21,34,0,0
67,71,598,4,241,442,202,3,0,0
68,131,608,4,135,442,586,78,0,2
68,51,811,0,568,443,614,80,0,2
68,41,1018,2,9,444,670,8,0,2
64,72,561,12,280,445,80,3,0,0
47,126,1003,4,411,445,360,81,1,1
50,81,724,13,514,445,533,40,0,2
39,77,726,13,578,446,216,85,0,1
66,56,318,0,325,447,221,9,0,0
65,44,156,2,511,447,337,17,0,0
37,57,1163,10,597,448,461,88,0,1
49,82,216,4,261,449,218,59,1,1
58,51,102,2,416,449,243,79,1,1
53,51,21,4,75,449,431,70,0,1
54,91,813,4,163,449,549,8,0,2
66,43,821,6,198,450,284,89,2,1
57,54,420,2,549,451,255,29,0,0
68,135,449,7,101,452,249,3,0,0
27,66,105,0,279,453,296,77,0,1
69,17,648,7,233,453,323,60,0,1
30,49,571,2,487,453,447,65,0,1
60,143,554,2,63,453,670,27,0,2
68,48,834,2,107,454,33,25,0,0
64,63,1269,0,199,454,196,25,0,0
63,48,848,2,149,454,280,61,0,1
66,64,1236,2,163,454,316,51,0,0
61,56,828,2,144,454,538,10,0,2
67,81,479,10,589,454,668,6,1,2
63,67,38,4,382,454,669,66,0,2
59,61,1064,4,416,455,67,73,0,1
25,43,965,2,216,456,371,35,0,0
29,53,267,4,363,456,400,50,1,1
51,71,491,4,170,457,70,66,0,1
47,53,774,13,397,457,219,29,0,0
32,54,785,4,628,458,633,80,0,2
65,143,1249,8,342,459,104,48,0,0
45,44,920,2,641,460,93,33,0,0
53,48,462,4,9,460,509,70,0,2
64,40,568,4,15,461,241,45,0,0
65,45,589,4,56,462,83,72,0,1
51,65,750,0,623,463,588,73,0,2
18,39,651,4,623,464,621,38,0,2
67,56,1231,4,392,465,176,29,0,0
17,59,696,4,623,466,216,88,0,1
32,54,1191,8,220,466,276,28,0,0
64,16,390,4,619,467,404,44,0,2
40,66,572,4,437,468,509,2,1,2
28,65,854,12,623,468,670,5,0,2
64,37,1126,6,80,469,230,50,0,0
33,78,1138,4,77,470,400,11,0,0
69,42,115,0,631,471,670,61,0,2
47,45,722,4,418,472,171,75,0,1
68,62,917,4,181,473,527,58,0,2
65,37,276,4,363,474,670,27,0,2
0,13,331,13,306,475,84,89,0,1
57,63,1251,2,416,476,632,25,0,2
68,64,1095,10,554,477,425,11,0,0
66,61,1094,0,554,477,560,87,0,2
68,39,252,0,410,478,383,78,0,1
63,41,260,0,574,479,143,57,0,1
64,57,147,2,427,479,551,37,0,2
67,44,961,0,544,479,670,40,0,2
27,47,1167,4,455,480,59,65,0,1
69,66,708,4,628,481,670,45,0,2
35,82,1221,4,578,482,276,10,0,0
64,45,1292,2,338,483,55,47,0,0
23,47,287,8,395,484,500,25,0,2
18,13,212,13,92,485,596,85,0,1
17,13,667,13,92,485,596,87,0,1
18,12,727,13,92,485,596,85,0,1
69,91,694,4,488,486,216,26,0,0
27,59,972,13,623,486,216,64,0,1
34,61,1266,4,623,486,216,29,0,0
16,48,609,4,365,486,276,75,0,1
48,64,153,0,623,486,563,68,0,2
69,106,931,4,623,486,670,74,0,2
60,27,55,4,331,491,59,0,0,0
29,44,154,13,623,492,386,14,0,2
46,55,1072,13,216,492,455,62,0,1
30,33,1256,4,77,487,53,26,0,0
6,83,734,4,86,493,276,65,0,1
55,80,599,4,295,488,213,40,0,0
58,58,1015,6,360,489,151,32,0,0
63,52,1187,6,489,494,572,47,0,2
59,46,1,0,444,490,275,67,0,1
62,62,1189,4,281,495,410,62,1,1
32,70,767,2,213,496,216,8,1,0
46,81,1294,4,414,497,144,72,1,1
64,93,748,4,640,498,303,45,0,0
46,68,518,4,646,498,506,39,0,2
68,71,647,4,335,499,65,6,0,0
70,49,557,2,100,500,58,53,0,1
65,44,493,0,193,500,593,10,0,2
53,82,1054,0,397,501,294,0,0,0
63,48,27,7,388,502,648,23,0,2
61,49,477,4,432,503,581,75,0,2
67,49,1178,4,466,504,206,8,0,0
63,66,460,2,435,505,118,36,0,0
61,56,952,2,166,506,170,21,0,0
69,54,257,4,507,506,670,88,0,2
63,43,1235,2,105,507,123,47,0,0
55,42,1061,2,90,508,93,27,0,0
66,76,891,2,191,508,190,12,0,0
56,48,613,2,396,508,498,22,0,2
57,119,1260,15,197,509,132,75,0,1
63,61,1130,2,7,510,2,12,0,0
59,69,505,7,115,510,68,64,0,1
66,58,739,2,412,510,174,8,0,0
62,75,654,1,87,510,185,68,0,1
66,68,403,4,84,510,338,66,0,1
62,69,602,2,250,510,352,62,0,1
68,78,1000,4,127,510,540,3,0,0
65,70,1144,8,242,510,606,50,0,2
66,28,111,0,422,510,670,87,0,2
48,62,659,4,300,511,286,22,0,0
50,60,346,4,452,511,427,83,0,1
65,141,687,4,317,512,193,12,0,0
4,32,788,4,527,513,597,31,0,2
66,47,1034,6,224,514,586,59,0,2
67,43,7,2,314,515,650,0,0,2
39,73,987,4,175,516,161,39,0,0
69,75,372,8,286,517,249,28,0,0
68,42,193,0,575,518,37,59,0,1
65,48,546,2,548,519,57,80,0,1
65,50,484,8,567,520,670,9,0,2
67,49,306,8,275,521,580,88,0,2
39,77,400,8,216,522,192,77,0,1
49,59,549,2,177,523,134,42,0,0
42,62,1242,2,451,524,184,83,0,1
42,62,1243,2,549,524,184,46,0,0
60,52,863,2,46,524,595,8,0,2
65,44,798,2,441,525,667,9,0,2
67,60,588,4,497,526,591,50,0,2
65,61,1198,2,544,527,502,23,0,2
65,48,401,2,610,527,600,67,0,2
66,48,799,4,384,528,128,7,0,0
64,41,768,4,498,528,612,36,0,2
69,143,897,0,552,528,670,45,0,2
47,54,43,4,180,529,539,3,0,2
67,47,1237,4,502,530,580,6,0,2
68,73,814,2,9,531,139,6,0,0
64,51,367,4,520,532,468,66,0,2
64,57,107,4,391,533,394,35,0,2
66,76,934,4,76,534,519,6,0,0
26,54,422,0,623,535,622,74,0,2
51,58,1296,10,127,536,80,6,0,0
66,38,902,2,566,537,79,29,0,0
65,44,901,2,238,537,443,59,0,2
63,38,900,2,263,537,464,6,0,0
68,16,77,7,299,538,625,54,0,2
54,54,627,4,215,539,666,75,1,2
48,65,341,4,505,540,527,69,0,2
61,44,949,4,216,541,554,73,0,2
67,51,220,2,645,542,182,28,0,0
63,58,141,2,645,542,577,88,0,2
62,89,322,4,289,543,542,13,0,2
70,58,606,4,216,544,670,80,0,2
66,42,772,4,383,545,670,29,0,2
64,106,388,4,389,546,576,6,0,2
68,56,268,8,620,547,545,5,0,2
46,89,844,0,368,548,294,66,0,1
63,50,913,4,576,549,177,75,0,1
64,44,862,4,370,549,670,49,0,2
20,16,692,13,92,550,596,27,0,2
63,52,1119,2,235,551,512,11,0,0
64,47,894,2,396,552,291,73,0,1
67,73,912,2,241,553,406,43,0,2
68,65,438,4,587,553,547,19,0,2
68,96,559,0,645,553,576,4,0,2
17,12,970,13,92,554,596,17,0,2
69,9,503,7,21,555,670,20,0,2
67,60,336,8,534,556,117,58,0,1
63,65,515,2,341,556,288,59,0,1
69,50,1052,8,250,556,592,5,0,2
28,55,1112,8,256,557,276,17,0,0
56,128,1005,13,197,557,605,86,0,2
68,41,1166,0,165,558,438,53,0,2
57,46,981,4,297,559,136,80,0,1
46,64,214,13,437,559,274,29,1,0
45,75,543,0,623,559,421,22,0,2
57,46,424,0,178,559,594,35,0,2
63,74,184,8,385,560,388,6,0,0
66,64,286,2,156,560,670,28,0,2
53,44,161,2,111,561,15,24,1,0
65,35,93,4,266,562,7,7,0,0
69,82,818,4,45,562,307,24,0,0
65,46,885,4,73,563,568,42,0,2
69,92,431,4,645,564,236,8,1,0
68,52,94,2,491,564,475,75,0,2
35,114,1291,4,77,565,180,10,0,0
65,43,242,6,234,566,490,79,0,2
67,52,1184,0,307,566,670,5,0,2
24,50,87,13,623,567,246,84,0,1
67,63,586,8,200,568,376,23,0,0
65,45,1182,4,454,568,511,48,0,2
68,64,455,0,199,569,506,26,0,2
16,63,619,13,623,570,670,30,0,2
65,35,1070,2,549,571,171,24,0,0
64,74,593,10,494,572,159,41,0,0
65,51,910,0,127,572,300,4,0,0
67,56,617,2,272,572,467,17,0,2
68,89,357,4,347,572,586,60,0,2
67,52,1239,2,155,573,0,41,0,0
49,53,226,2,294,574,72,60,0,1
68,89,831,8,257,574,276,20,0,0
43,81,1001,2,508,574,309,89,2,1
69,132,397,4,437,574,483,13,0,2
59,82,121,4,453,575,301,88,0,1
62,50,857,8,558,576,595,86,0,2
48,44,469,4,108,577,166,42,1,1
51,59,1105,4,591,577,256,20,0,0
50,54,709,0,437,577,296,65,0,1
45,59,872,4,121,578,64,26,0,0
47,61,274,4,611,578,64,72,0,1
48,56,347,4,191,579,566,72,0,2
63,57,419,2,87,580,291,12,0,0
63,43,675,10,143,580,550,42,0,2
61,64,206,4,181,581,315,48,0,1
66,51,11,4,586,581,462,71,0,2
52,59,980,7,260,581,559,59,0,2
45,141,1234,4,604,582,78,80,1,1
69,50,328,4,196,583,670,79,0,2
68,44,128,2,120,584,670,9,0,2
56,44,415,2,120,584,670,46,0,2
68,34,492,2,493,585,608,30,0,2
67,37,1202,2,493,585,670,27,0,2
67,143,544,0,440,586,670,1,0,2
52,72,875,4,440,587,19,32,0,0
50,81,662,4,77,587,64,28,0,0
64,108,591,4,563,588,235,72,0,1
1,49,645,4,379,589,353,74,0,1
43,56,621,4,596,590,636,69,0,2
63,44,534,2,509,591,205,88,0,1
67,143,689,0,418,591,670,62,0,2
49,54,669,2,513,592,98,4,1,0
63,37,182,0,435,593,403,38,0,2
60,77,118,4,473,593,515,7,0,2
63,36,1252,2,448,594,101,54,0,0
48,72,660,4,72,595,73,62,1,1
65,47,342,4,283,596,594,58,0,2
58,69,392,4,285,596,662,20,0,2
53,44,979,4,574,597,30,78,1,1
65,57,262,4,143,598,182,13,0,0
13,31,1004,8,293,599,276,74,0,1
54,59,710,4,653,600,433,11,1,2
62,12,452,2,52,601,670,86,0,2
31,64,334,4,77,602,341,22,0,0
37,122,1083,4,178,602,345,67,1,1
32,104,516,2,77,602,398,70,1,1
69,49,1214,4,437,602,652,77,0,2
65,70,271,2,427,603,352,11,0,0
40,47,683,4,485,604,479,36,1,2
64,53,975,4,248,605,295,3,0,0
63,47,1002,2,166,606,0,84,0,1
64,64,1030,2,221,606,516,5,0,0
42,82,1053,4,355,607,318,37,1,0
65,55,464,2,117,608,274,30,0,0
65,74,693,4,301,609,122,24,0,0
55,57,222,2,105,609,516,11,1,2
63,51,749,6,199,610,336,40,0,0
62,70,865,13,191,611,190,45,0,1
67,42,640,4,58,612,638,41,0,2
63,44,456,2,577,613,233,29,0,0
62,42,982,0,312,614,304,31,0,0
41,55,25,2,549,615,192,51,0,1
56,42,1186,0,636,615,670,2,0,2
59,76,764,4,374,616,144,30,0,0
66,53,890,0,65,617,565,20,0,2
64,51,527,0,424,617,565,36,0,2
67,143,343,0,127,618,259,8,0,0
10,27,113,4,81,619,247,66,0,1
69,49,1224,0,216,619,412,25,0,0
62,71,263,10,11,620,288,45,1,1
63,50,259,2,120,621,437,10,0,0
70,57,986,2,416,622,670,8,0,2
58,65,859,10,127,623,300,7,0,0
44,68,521,13,191,624,482,67,0,1
69,77,127,8,180,625,617,41,0,2
67,67,1181,0,544,625,617,8,0,2
64,69,1090,2,181,626,35,13,0,0
69,58,1212,4,515,627,457,89,2,1
44,39,1188,4,214,628,140,64,0,1
64,89,603,4,440,629,34,32,0,0
56,143,644,4,289,629,56,8,1,0
65,143,1107,8,543,629,56,42,0,0
68,66,327,2,89,629,91,75,0,1
55,121,326,4,163,629,117,82,1,1
61,60,406,4,163,629,252,31,0,0
63,62,537,2,440,629,451,57,0,2
60,85,1062,4,537,629,451,52,0,2
59,105,1079,4,350,629,460,64,1,2
62,111,855,4,503,629,481,88,1,1
58,81,457,4,314,629,501,37,0,2
62,78,898,4,154,629,540,9,0,2
65,76,9,4,434,629,540,67,0,2
66,53,1045,2,38,629,555,43,0,2
69,57,321,4,647,629,663,61,0,2
68,4,631,4,637,629,670,36,0,2
47,83,846,7,414,630,431,67,0,1
64,54,838,4,181,630,509,52,0,2
60,88,1288,7,467,630,587,46,0,2
45,105,465,7,552,630,656,30,1,2
67,51,418,4,609,631,607,39,0,2
47,94,351,4,656,632,347,75,0,1
64,143,1056,4,362,633,117,41,0,0
18,71,1074,4,394,634,150,2,0,0
61,56,1133,0,449,635,629,5,0,2
26,32,340,4,390,636,59,66,0,1
66,53,370,4,223,637,57,6,1,0
68,65,1037,4,608,637,670,35,0,2
60,59,144,4,500,638,18,54,0,1
34,117,946,4,123,638,180,74,0,1
52,55,369,4,31,638,251,72,0,1
44,63,963,4,77,638,296,81,0,1
49,64,1285,4,105,638,297,87,0,1
45,63,1029,4,411,638,382,60,0,1
40,136,258,4,96,638,398,80,0,1
27,143,414,2,597,638,431,54,0,2
69,84,1250,4,96,638,451,82,1,1
54,64,17,7,109,638,484,61,0,2
33,130,480,4,308,638,583,61,1,2
62,48,994,4,190,638,609,62,0,2
20,44,656,4,407,638,642,79,0,2
70,30,964,4,70,638,670,26,0,2
49,62,519,4,96,638,670,80,0,2
68,16,1123,2,133,638,670,21,0,2
68,143,385,4,210,638,670,21,0,2
50,53,104,4,213,638,670,54,0,2
68,71,664,4,326,638,670,13,0,2
8,79,251,13,174,639,524,44,1,2
69,37,96,13,85,640,140,32,0,0
61,143,471,7,626,641,670,60,0,2
65,55,796,2,423,642,472,74,0,2
68,49,352,0,482,642,535,66,0,2
12,134,47,13,512,643,50,87,0,1
65,16,308,7,421,644,647,85,0,2
57,51,735,2,436,645,136,76,0,1
25,81,446,13,213,646,216,4,0,0
14,54,1238,4,529,646,216,78,0,1
64,45,155,0,98,647,397,5,0,0
65,39,353,2,583,648,413,44,1,2
60,45,68,4,143,649,113,65,0,1
64,47,1077,4,580,649,177,16,0,0
67,41,66,6,622,649,177,33,0,0
62,70,117,2,221,649,663,9,0,2
40,34,1267,4,60,650,59,2,0,0
40,49,1059,4,390,650,59,79,0,1
36,54,719,4,591,650,59,3,0,0
38,107,450,4,216,650,431,71,0,1
63,53,296,2,491,651,20,41,0,0
66,42,240,8,148,652,670,42,0,2
67,64,190,0,216,652,670,7,0,2
66,63,673,4,223,653,30,51,0,1
63,133,845,4,363,654,421,53,0,2
18,48,1150,13,292,655,407,79,0,1
16,34,69,4,623,655,556,53,0,2
17,49,309,13,623,655,623,52,0,2
63,57,880,4,103,656,139,62,0,1
66,38,319,12,163,656,146,57,0,1
62,84,919,2,440,656,296,25,1,0
60,44,729,2,396,656,498,68,0,2
61,55,293,4,475,656,527,4,0,2
62,60,615,0,180,656,598,68,0,2
61,60,985,0,180,656,664,83,0,2
65,75,40,2,310,656,670,56,1,2
32,71,1022,12,623,657,198,4,0,0
35,52,92,4,127,657,670,4,0,2
65,44,227,2,490,658,358,56,0,2
63,45,782,2,316,659,46,10,0,0
45,93,0,10,183,659,345,83,0,1
43,35,886,4,60,660,59,81,1,1
50,143,1019,4,331,660,59,3,1,0
45,42,567,4,591,660,59,37,0,0
46,55,876,4,591,660,59,6,0,0
61,50,305,4,112,660,173,7,1,0
34,101,1013,4,77,661,377,19,1,0
45,109,1245,12,96,662,293,57,0,1
62,49,1139,4,221,663,158,58,0,1
67,42,75,0,158,664,326,30,0,0
50,143,866,4,72,674,90,7,1,0
36,42,1225,4,591,665,59,8,1,0
47,51,1084,4,88,666,64,45,0,0
48,56,896,8,191,675,190,47,0,1
58,42,490,2,157,675,344,65,0,1
44,81,280,4,437,667,514,49,1,2
65,43,888,6,51,668,478,85,0,1
67,39,288,10,228,676,39,75,0,1
68,68,51,8,468,677,212,33,0,0
69,75,249,1,77,677,239,39,0,0
63,63,1293,8,535,678,368,16,0,0
68,58,349,2,221,679,111,64,0,1
65,50,120,2,138,680,520,71,0,2
63,91,65,10,56,681,103,82,0,1
69,69,63,10,186,681,204,59,0,1
72,63,64,10,476,681,308,60,0,1
56,71,62,10,565,681,550,83,0,2
62,51,851,2,170,681,620,64,0,2
61,50,1076,2,324,682,210,50,0,0
50,50,123,4,420,682,260,73,0,1
51,36,238,0,94,682,661,84,0,2
49,46,467,0,514,683,128,37,0,0
43,55,1051,8,400,683,164,89,2,1
44,61,134,2,132,683,183,67,0,1
54,74,916,0,505,683,208,86,0,1
46,64,850,13,514,683,250,48,0,1
52,44,1258,4,182,683,303,75,0,1
45,60,122,13,578,683,421,9,0,2
50,73,665,8,124,683,516,39,0,2
49,41,523,4,68,683,670,9,0,2
67,143,1081,7,330,683,670,13,0,2
65,111,160,4,632,669,190,24,0,0
32,16,752,4,269,670,670,82,0,2
64,42,541,10,369,671,304,74,0,1
43,80,447,2,374,684,643,3,1,2
67,46,1120,0,651,685,216,46,0,0
64,60,1087,0,340,686,20,23,0,0
47,45,1098,2,641,687,657,62,0,2
66,61,720,2,557,688,626,64,0,2
67,62,201,4,221,689,90,30,0,0
64,51,701,6,468,689,547,67,0,2
66,47,279,2,201,689,555,43,0,2
51,68,277,4,266,690,139,59,1,1
50,66,82,2,181,690,385,39,1,2
30,50,307,7,361,691,624,67,0,2
57,65,1109,2,491,692,479,40,0,2
66,45,1290,2,550,693,558,47,0,2
33,37,635,4,279,694,345,51,0,1
50,56,221,13,623,694,421,12,0,2
66,44,1011,6,231,695,653,24,0,2
69,93,1046,4,389,696,64,64,0,1
59,79,83,4,241,696,254,1,1,0
64,55,165,8,300,696,491,54,0,2
63,70,674,2,503,696,502,39,0,2
47,44,180,0,582,697,140,17,0,0
42,60,24,4,485,697,248,51,0,1
32,63,580,4,463,697,266,23,0,0
54,44,1143,6,311,697,267,62,0,1
45,54,1014,13,363,697,481,33,0,2
69,50,10,4,590,698,391,76,0,2
41,56,14,14,191,672,366,61,0,1
62,48,793,2,579,673,66,84,0,1
68,110,506,2,416,699,192,88,0,1
33,73,1024,13,623,699,216,9,0,0
56,59,759,0,127,699,444,5,0,0
32,65,959,4,168,699,494,82,0,1
38,106,1240,7,53,699,652,38,1,2
47,64,1185,2,151,700,439,68,0,1
43,49,3,2,213,701,134,12,0,0
43,58,12,2,127,701,329,6,0,0
64,88,483,4,389,701,449,68,0,2
66,71,529,4,437,701,449,57,0,2
45,56,937,4,459,701,449,32,0,2
38,52,869,4,437,701,509,54,0,2
37,89,463,4,77,701,670,3,0,2
70,143,783,4,437,701,670,29,0,2
68,98,1099,4,473,702,311,49,0,0
20,62,1040,4,136,703,276,32,0,0
27,39,756,4,77,703,666,27,0,2
27,64,1089,8,642,704,276,72,0,1
24,57,718,4,578,704,634,4,0,2
52,47,1151,0,418,705,426,85,0,1
26,44,707,4,216,706,570,57,0,2
64,57,539,8,514,707,306,69,0,1
70,29,389,4,643,708,670,0,0,2
24,41,816,4,390,709,59,17,0,0
67,46,1270,10,211,709,511,18,0,2
30,48,1220,0,133,710,4,71,0,1
31,45,95,13,363,710,4,78,0,1
54,100,1196,4,363,710,4,84,0,1
56,73,459,2,641,710,4,10,0,0
31,5,124,4,461,710,6,89,0,1
64,54,668,4,402,710,8,73,0,1
43,57,932,8,547,710,12,34,0,0
39,121,697,12,623,710,14,7,0,0
63,82,803,4,127,710,15,8,0,0
65,46,178,0,615,710,22,78,0,1
63,39,1177,6,244,710,24,8,0,0
65,92,881,4,591,710,27,14,1,0
58,72,1135,4,313,710,49,84,0,1
68,56,458,2,77,710,58,32,0,0
64,113,657,4,377,710,64,1,1,0
39,54,511,4,536,710,64,35,0,0
60,44,671,4,327,710,65,72,0,1
66,45,1174,4,170,710,70,35,0,0
68,59,428,0,418,710,74,72,0,1
