PC1,PC2,PC3,PC4,PC5,PC6,PC7,Awards
-0.320857378664977,1.621398567297406,-1.5521198674887056,0.6388624902030837,2.545385383040271,2.0998640294475015,-0.023808347154365278,0
-0.7043618613495731,1.910944261025715,-0.9359556770780512,1.2506278246212794,2.0567999980251597,2.0804724495894584,-0.3006517275411678,0
0.02107192816922472,1.5645295892233584,0.06546639003938827,1.260807364056479,1.3789516275959477,0.35833906049152975,-0.6921246207099835,0
-1.037906062245105,1.7499795855287181,1.2424380316798274,-0.3317976947742474,1.0685843575815988,0.7171487893973635,-0.7994274418493745,0
-0.20205285923294822,1.252273744203206,0.6587726915487846,-0.16892441394721255,0.9450198014332507,0.27712419786658293,-0.29637368189157665,0
-0.5450127599205636,1.6512653151595433,0.3927953017362504,0.36367091616167785,1.778498724328463,0.9202894829038221,-0.873949050549566,0
-0.32520561906838447,1.0838963634019114,0.18170285655045704,-1.1505356303833845,2.015718837480243,0.75260101638821,0.11880074356136767,0
0.40812677795498953,0.6239269825701907,-0.11858423341114305,0.3535572496883374,0.2859449769041978,1.0784392692674971,0.28003389903360837,0
-0.6586831078872735,1.9582104909226818,0.299951977339069,-1.1054174131351913,2.1689522218847883,0.13244662353285572,-1.054992232415998,0
0.13694181105863798,1.2323122806361269,0.19371803579930535,0.3226341052542409,-0.05568037175053106,0.9963020041230564,-1.1552686913496384,0
-0.3606403652185039,2.095700435146803,-1.1071769148318111,2.013654482528251,0.7221631390968876,2.3350273443296152,-1.5467227127697258,1
-0.6734030583667004,2.0809782547547284,0.8172001768001045,-1.1266197943951002,2.1493031522840416,-0.4050607031991411,-1.5424441364056922,0
-0.4453731605274303,1.5673721635346822,1.6118856728448163,0.69275801946946,0.8614446749407887,-0.4115909415114981,-0.8123839378104722,1
-0.22036458542213852,1.4122608407218924,1.1629486531669944,0.5459596558057078,0.7330805134896478,-0.0346498989487645,-0.8478419951227946,0
-0.11982264619615388,1.3413162269540895,1.3372477117042523,-1.5615013840308465,1.6801339774052617,-1.0919314853491653,-0.9346472943778902,1
0.7544044790886474,0.5110000246387184,-0.9477714434106316,-0.0333871632070902,0.8385453080993341,1.2680239904027122,0.2385297979879791,1
0.11608653971998127,1.3951729021868882,0.07789376157017905,0.41375325281761255,0.6153802246982019,0.727251432533333,-1.2499306133178782,0
-0.5980621513523582,1.9840125822674226,1.7395279935513908,0.38407341031482317,0.6990016416250854,-1.095077003850359,-1.1411173210843932,0
-0.8635978644978465,1.90298656091243,1.4477953259469039,0.8053992994414022,1.6742571687996628,-0.11662022653074564,-0.8629879773180694,0
0.34213809147693613,1.1242694872731505,-1.7023001400851727,0.5115532664860873,2.0041952977554485,1.7326860224056693,0.0798208788905472,0
-0.6460037997174517,1.6429450254762832,0.6443238290725841,-1.1061915184148075,2.1664999132954073,0.09196050539147607,-0.660423289703127,0
-0.08280182338628544,0.7899693275107723,0.8501986476992438,-1.3283774419302172,1.1906023995403596,0.2713464410477515,-0.15838302752050415,0
0.9453169700510857,1.0258324217648342,-0.5604269033798054,-0.5251706114771676,1.0158100123774767,-0.3297651713461472,-0.8816854463191914,0
-0.05091004574383283,0.9550129711443939,-0.6509444942385688,0.5435982861764691,2.1638038185929567,1.520127049330611,0.49105864990264264,0
-0.48718052738548057,1.7289012153484062,1.071397522781189,-0.12035052086712487,0.735928465493901,0.07606300598525409,-1.3928109455302304,0
1.4563421076440302,-0.10472667889107608,-2.022319002474606,0.2844178585327238,1.5460097075080628,1.5708122332284442,1.150809782281923,0
1.1061348062505245,0.11265378392184086,-1.2090488499973913,0.2584161836581122,0.6547073242879483,1.4264228623825697,0.6557802451355079,0
1.411647038562167,0.5352162814327723,-0.8954277647896536,1.4010126975023762,-0.8866367786912247,1.348689930521469,-1.302084153184197,0
1.9114184747155376,-0.29913693823151905,-1.6963978843786707,1.330604071683083,0.28471731802448885,1.1453374709717474,1.0315784735705122,0
-0.9024510613438126,2.1989779598647425,0.56309127940627,-0.5467011411747612,2.08156546431767,0.07291110153309645,-1.31944715227264,0
